Address,Type,Year built,Total rental units,Primary market units,Residential standards violations issued (2020-2022),Building permits issued (2020-2022),Building permit work types,Building permit issue years,Assessment history,Sales history,Census tract,Forward sortation area,Rental Market Survey zone,Municipality
"40 Bedros Lane, Halifax",Primary market,2006,77,77,,,,,"2023: $14,141,300; 2022: $13,920,000; 2021: $12,008,300; 2020: $11,529,400; 2019: $11,312,200",,2050027.00,B3M,Mainland North,Halifax
"40 Brule St, Dartmouth",Primary market,1965,11,11,,,,,"2023: $569,800; 2022: $577,400; 2021: $521,800; 2020: $462,900; 2019: $433,200","2021: $5,846,340 (6 parcels in sale); 2020: $0 (1 parcel in sale)",2050114.00,B3A,Dartmouth North,Halifax
"40 Hillcrest Ave, Lower Sackville",Primary market,1973,6,6,,,,,"2023: $500,900; 2022: $446,700; 2021: $449,800; 2020: $397,200; 2019: $391,400",,2050131.04,B4C,Sackville,Halifax
"40 Joseph Young St, Dartmouth",Primary market,1990,75,75,,,,,"2023: $8,081,700; 2022: $7,519,300; 2021: $7,068,800; 2020: $5,664,400; 2019: $5,553,200",,2050114.00,B3A,Dartmouth North,Halifax
"40 Knightsridge Dr, Halifax",Primary market,1989,73,73,,,,,"2023: $6,655,000; 2022: $5,984,500; 2021: $5,476,500; 2020: $5,501,800; 2019: $5,149,200",,2050026.02,B3M,Mainland North,Halifax
"40 Lahey Rd, Dartmouth",Primary market,1964,6,6,,,,,"2023: $426,100; 2022: $356,300; 2021: $350,900; 2020: $307,100; 2019: $320,900",,2050112.00,B3A,Dartmouth North,Halifax
"40 Masthead Crt, Halifax",Primary market,2009,65,65,,,,,"2023: $12,009,500; 2022: $9,804,600; 2021: $9,078,000; 2020: $8,890,400; 2019: $8,822,300",,2050027.00,B3M,Mainland North,Halifax
"40 River Rd, Halifax",Primary market,1970,8,8,,,,,"2023: $483,400; 2022: $490,200; 2021: $442,900; 2020: $383,300; 2019: $400,500","2020: $2,102,200 (6 parcels in sale)",2050002.00,B3R,Mainland South,Halifax
"40 Rose St, Dartmouth",Primary market,1966,24,24,,,,,"2023: $2,350,900; 2022: $2,096,700; 2021: $1,663,400; 2020: $1,547,300; 2019: $1,524,600",,2050109.00,B3A,Dartmouth North,Halifax
"40 Tidewinds Lane, Eastern Passage",Primary market,2019,12,12,,,,,"2023: $2,511,200; 2022: $2,477,200; 2021: $2,440,300; 2020: $2,380,800; 2019: $324,800",,2050121.05,B3G,Dartmouth South,Halifax
"405 Larry Uteck Blvd, Halifax",Primary market,2011,77,77,,,,,"2023: $18,650,200; 2022: $18,280,100; 2021: $17,388,200; 2020: $17,415,300; 2019: $16,748,800",,2050027.00,B3M,Mainland North,Halifax
"408 Rocky Lake Dr, Bedford",Primary market,1975,14,14,,,,,"2023: $1,576,600; 2022: $1,493,100; 2021: $1,316,200; 2020: $1,230,200; 2019: $1,133,000",,2050123.02,B4A,Bedford,Halifax
"41 Chadwick Pl, Halifax",Primary market,1977,29,29,,,,,"2023: $3,326,900; 2022: $2,932,100; 2021: $2,659,300; 2020: $2,426,000; 2019: $2,308,900",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"41 Cowie Hill Rd, Halifax",Primary market,1977,106,106,,,,,"2023: $12,081,900; 2022: $9,350,900; 2021: $8,953,800; 2020: $8,692,100; 2019: $8,422,300",,2050015.00,B3P (2006-2015); B3N (2016-2022),Mainland South,Halifax
"41 Jackson Rd, Dartmouth",Primary market,1960,14,14,,,,,"2023: $704,800; 2022: $719,200; 2021: $638,100; 2020: $570,000; 2019: $533,000",,2050114.00,B3A,Dartmouth North,Halifax
"416 Rocky Lake Dr, Bedford",Primary market,1977,19,19,,,,,"2023: $2,678,500; 2022: $2,544,800; 2021: $2,247,200; 2020: $2,051,900; 2019: $1,908,200",,2050123.02,B4A,Bedford,Halifax
"418 Herring Cove Rd, Halifax",Primary market,1970,12,12,,,,,"2023: $656,600; 2022: $570,200; 2021: $558,300; 2020: $496,700; 2019: $499,400",,2050002.00,B3R,Mainland South,Halifax
"419 Kearney Lake Rd, Bedford",Primary market,2020,110,110,,,,,"2023: $33,210,200; 2022: $29,025,100; 2021: $28,912,400; 2020: $17,860,000; 2019: $3,250,000",,2050132.06,B4B,Remainder of CMA,Halifax
"42 River Rd, Halifax",Primary market,1970,8,8,,1,Renovation,2022,"2023: $483,400; 2022: $490,200; 2021: $442,900; 2020: $383,200; 2019: $400,500","2022: $870,000 (1 parcel in sale)",2050002.00,B3R,Mainland South,Halifax
"420 Larry Uteck Blvd, Halifax",Primary market,2010,128,128,,,,,"2023: $29,457,000; 2022: $28,819,300; 2021: $28,127,300; 2020: $28,013,900; 2019: $26,089,600",,2050132.06,B4B,Remainder of CMA,Halifax
"421 Larry Uteck Blvd, Halifax",Primary market,2012,78,78,,,,,"2023: $17,851,900; 2022: $17,587,300; 2021: $17,363,100; 2020: $17,289,400; 2019: $16,658,800",,2050123.04 (2012-2020); 2050123.08 (2021-2022),B4A (2012-2020); B3M (2021-2022),Bedford,Halifax
"422 Parkland Dr, Halifax",Primary market,2001,78,78,,,,,"2023: $12,279,500; 2022: $10,580,000; 2021: $10,552,700; 2020: $10,075,200; 2019: $9,500,000",,2050026.01 (2006-2010); 2050026.04 (2011-2022),B3S,Mainland North,Halifax
"429 Herring Cove Rd, Halifax",Primary market,1973,24,24,,,,,"2023: $1,164,300; 2022: $1,050,900; 2021: $988,300; 2020: $823,000; 2019: $803,900",2020: $0 (3 parcels in sale),2050001.00,B3R,Mainland South,Halifax
"43 Caledonia Rd, Dartmouth",Primary market,1965,7,7,,,,,"2023: $776,800; 2022: $726,400; 2021: $582,700; 2020: $612,400; 2019: $587,200","2021: $915,000 (1 parcel in sale); 2019: $600,000 (1 parcel in sale)",2050106.01,B2X,Dartmouth East,Halifax
"43 Farrell St, Dartmouth",Primary market,1963,4,4,,,,,"2023: $284,400; 2022: $268,400; 2021: $220,300; 2020: $228,900; 2019: $224,600",,2050112.00,B3A,Dartmouth North,Halifax
"43 Rufus Ave, Halifax",Primary market,1978,9,9,,,,,"2023: $674,100; 2022: $631,400; 2021: $615,500; 2020: $620,800; 2019: $583,000",,2050024.00,B3N,Mainland North,Halifax
"43 Windmill Rd, Dartmouth",Primary market,1966,13,13,,,,,"2023: $1,151,900; 2022: $1,021,900; 2021: $861,300; 2020: $802,200; 2019: $799,400",,2050110.00,B3A,Dartmouth North,Halifax
"435 Portland Hills Dr, Dartmouth",Primary market,2007,51,51,,,,,"2023: $8,773,300; 2022: $9,269,600; 2021: $8,951,800; 2020: $8,524,100; 2019: $8,149,100","2019: $33,350,000 (3 parcels in sale)",2050104.02 (2007-2020); 2050104.04 (2021-2022),B2W,Dartmouth East,Halifax
"436 Broad St, Bedford",Primary market,2022,120,120,,,,,"2023: $36,228,000; 2022: $20,500,000; 2021: $9,540,000; 2020: $4,998,200",,2050132.06,B4B,Remainder of CMA,Halifax
"439 Herring Cove Rd, Halifax",Primary market,2012,4,4,,,,,"2023: $651,900; 2022: $580,500; 2021: $538,300; 2020: $493,600; 2019: $485,800","2022: $960,000 (1 parcel in sale)",2050001.00,B3R,Mainland South,Halifax
"44 Brule St, Dartmouth",Primary market,1963,8,8,,,,,"2023: $727,600; 2022: $671,500; 2021: $615,400; 2020: $625,300; 2019: $577,200",,2050114.00,B3A,Dartmouth North,Halifax
"44 Dundas St, Dartmouth",Primary market,,6,6,,,,,"2023: $443,900; 2022: $419,300; 2021: $357,900; 2020: $346,200; 2019: $351,300",,2050102.00,B2Y,Dartmouth South,Halifax
"44 Gristmill Crt, Halifax",Primary market,1978,28,28,1,,,,"2023: $3,201,300; 2022: $2,658,400; 2021: $2,197,500; 2020: $2,130,700; 2019: $2,127,700",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"44 Lahey Rd, Dartmouth",Primary market,1962,4,4,,,,,"2023: $284,400; 2022: $268,400; 2021: $220,300; 2020: $228,900; 2019: $224,600",,2050112.00,B3A,Dartmouth North,Halifax
"44 Primrose St, Dartmouth",Primary market,1970,19,19,,,,,"2023: $1,285,000; 2022: $1,236,700; 2021: $1,089,300; 2020: $888,600; 2019: $950,300",,2050114.00,B3A,Dartmouth North,Halifax
"44 River Rd, Halifax",Primary market,1972,15,15,,,,,"2023: $1,089,000; 2022: $918,900; 2021: $863,400; 2020: $699,000; 2019: $749,600","2021: $6,000,000 (7 parcels in sale); 2021: $16,587,504 (8 parcels in sale); 2020: $0 (8 parcels in sale)",2050002.00,B3R,Mainland South,Halifax
"44 Rose St, Dartmouth",Primary market,1975,12,12,,,,,"2023: $1,035,300; 2022: $926,700; 2021: $827,100; 2020: $693,900; 2019: $670,700","2022: $1,700,000 (1 parcel in sale)",2050109.00,B3A,Dartmouth North,Halifax
"44 Titus St, Halifax",Primary market,1991,13,13,,,,,"2023: $863,200; 2022: $836,300; 2021: $841,700; 2020: $829,900; 2019: $747,300",,2050025.01,B3M,Mainland North,Halifax
"4445 Highway 2, Wellington",Primary market,1973,7,7,,,,,"2023: $581,400; 2022: $527,200; 2021: $499,000; 2020: $435,900; 2019: $431,200","2022: $710,000 (1 parcel in sale); 2020: $580,000 (1 parcel in sale)",2050130.02 (2006-2010); 2050130.04 (2011-2022),,Remainder of CMA,Halifax
"4457 Highway 2, Wellington",Primary market,2004,4,4,,,,,"2023: $530,300; 2022: $460,900; 2021: $418,700; 2020: $362,100; 2019: $356,400",,2050130.02 (2006-2010); 2050130.04 (2011-2022),,Remainder of CMA,Halifax
"449 Portland Hills Dr, Dartmouth",Primary market,2007,51,51,,,,,"2023: $8,762,500; 2022: $9,257,900; 2021: $8,940,100; 2020: $8,522,000; 2019: $8,138,800","2019: $33,350,000 (3 parcels in sale)",2050104.02 (2007-2020); 2050104.04 (2021-2022),B2W,Dartmouth East,Halifax
"45 Altavista Lane, Halifax",Primary market,2006,4,4,,,,,"2023: $1,172,400; 2022: $1,167,600; 2021: $1,164,300; 2020: $1,018,200; 2019: $999,300",,2050017.00,B3N,Mainland North,Halifax
"45 Langbrae Dr, Halifax",Primary market,1991,77,77,,,,,"2023: $6,360,800; 2022: $5,329,300; 2021: $5,093,900; 2020: $4,574,800; 2019: $4,502,400",,2050026.01 (2006-2010); 2050026.04 (2011-2022),B3M,Mainland North,Halifax
"451 Broad St, Bedford",Primary market,2020,89,89,,,,,"2023: $21,955,300; 2022: $21,659,300; 2021: $21,243,800; 2020: $13,288,000; 2019: $2,563,000","2020: $22,400,000 (1 parcel in sale); 2019: $2,332,000 (1 parcel in sale)",2050132.06,B4B,Remainder of CMA,Halifax
"451 Herring Cove Rd, Halifax",Primary market,1975,15,15,,,,,"2023: $929,600; 2022: $927,800; 2021: $871,300; 2020: $729,000; 2019: $766,700","2021: $14,254,457 (9 parcels in sale); 2020: $0 (8 parcels in sale)",2050001.00,B3R,Mainland South,Halifax
"456 Parkland Dr, Halifax",Primary market,2002,76,76,,1,Renovation,2021,"2023: $13,277,600; 2022: $9,797,400; 2021: $9,801,300; 2020: $9,240,100; 2019: $7,890,100",,2050026.01 (2006-2010); 2050026.04 (2011-2022),B3S,Mainland North,Halifax
"459 Parkland Dr, Halifax",Primary market,1999,67,67,,,,,"2023: $10,321,600; 2022: $8,760,700; 2021: $8,754,000; 2020: $8,309,100; 2019: $7,172,100",,2050026.01 (2006-2010); 2050026.04 (2011-2022),B3S,Mainland North,Halifax
"46 Friesian Ct, Halifax",Primary market,2018,150,150,,,,,"2023: $35,723,600; 2022: $35,131,600; 2021: $35,130,800; 2020: $34,285,800; 2019: $33,497,200",,2050027.00,B3M,Mainland North,Halifax
"46 Jackson Rd, Dartmouth",Primary market,1975,9,9,,,,,"2023: $575,500; 2022: $564,300; 2021: $519,500; 2020: $423,200; 2019: $428,400",,2050114.00,B3A,Dartmouth North,Halifax
"46 Lahey Rd, Dartmouth",Primary market,,4,4,,,,,"2023: $592,000; 2022: $268,400; 2021: $220,300; 2020: $228,900; 2019: $224,600","2022: $646,000 (1 parcel in sale); 2021: $0 (2 parcels in sale)",2050112.00,B3A,Dartmouth North,Halifax
"46 Lakecrest Dr, Dartmouth",Primary market,2016,33,33,,,,,"2023: $4,215,400; 2022: $4,389,600; 2021: $4,315,100; 2020: $4,209,200; 2019: $3,903,800",,2050104.01,B2W,Dartmouth East,Halifax
"46 River Rd, Halifax",Primary market,1972,10,10,,,,,"2023: $690,300; 2022: $661,700; 2021: $597,000; 2020: $550,300; 2019: $524,900",,2050002.00,B3R,Mainland South,Halifax
"461 Larry Uteck Blvd, Halifax",Primary market,2013,78,78,,,,,"2023: $18,006,100; 2022: $18,597,000; 2021: $18,092,200; 2020: $17,845,800; 2019: $17,211,400",,2050123.04 (2013-2020); 2050123.08 (2021-2022),B4A (2013-2020); B3M (2021-2022),Bedford,Halifax
"462 Herring Cove Rd, Halifax",Primary market,1969,6,6,,,,,"2023: $363,700; 2022: $312,700; 2021: $294,600; 2020: $273,000; 2019: $276,200",,2050002.00,B3R,Mainland South,Halifax
"469 Herring Cove Rd, Halifax",Primary market,1987,12,12,,,,,"2023: $712,500; 2022: $719,000; 2021: $676,300; 2020: $563,800; 2019: $591,200",,2050001.00,B3R,Mainland South,Halifax
"47 Albro Lake Rd, Dartmouth",Primary market,1975,6,6,,,,,"2023: $431,100; 2022: $360,600; 2021: $359,500; 2020: $312,400; 2019: $327,600","2022: $420,000 (1 parcel in sale)",2050112.00,B3A,Dartmouth North,Halifax
"47 Chadwick Pl, Halifax",Primary market,1980,36,36,1,,,,"2023: $3,772,900; 2022: $2,921,400; 2021: $2,600,000; 2020: $2,183,000; 2019: $2,056,300",2022: $0 (3 parcels in sale),2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"47 Hazelhurst St, Dartmouth",Primary market,1957,4,4,,,,,"2023: $530,300; 2022: $460,900; 2021: $418,700; 2020: $362,100; 2019: $356,400",,2050102.00,B2Y,Dartmouth South,Halifax
"47 Joseph Young St, Dartmouth",Primary market,1990,88,88,,,,,"2023: $9,526,800; 2022: $8,902,700; 2021: $8,365,900; 2020: $6,713,100; 2019: $6,581,300",,2050114.00,B3A,Dartmouth North,Halifax
"47 Old Ferry Rd, Dartmouth",Primary market,1944,4,4,,,,,"2023: $353,700; 2022: $329,900; 2021: $311,400; 2020: $304,300; 2019: $299,500",,2050102.00,B2Y,Dartmouth South,Halifax
"471 Herring Cove Rd, Halifax",Primary market,1970,6,6,,,,,"2023: $353,200; 2022: $360,700; 2021: $326,200; 2020: $281,600; 2019: $293,800",,2050001.00,B3R,Mainland South,Halifax
"477 Herring Cove Rd, Halifax",Primary market,1968,4,4,,,,,"2023: $539,700; 2022: $508,200; 2021: $469,300; 2020: $381,100; 2019: $259,000","2021: $750,000 (1 parcel in sale); 2019: $700,000 (2 parcels in sale)",2050001.00,B3R,Mainland South,Halifax
"479 Herring Cove Rd, Halifax",Primary market,1968,12,12,,,,,"2023: $849,200; 2022: $836,000; 2021: $806,200; 2020: $668,200; 2019: $694,100",,2050001.00,B3R,Mainland South,Halifax
"48 Evans Ave, Halifax",Primary market,2015,4,4,,,,,"2023: $713,900; 2022: $673,500; 2021: $613,000; 2020: $568,900; 2019: $558,300",,2050025.02,B3M,Mainland North,Halifax
"48 Jackson Rd, Dartmouth",Primary market,,10,10,,,,,"2023: $556,900; 2022: $560,300; 2021: $461,800; 2020: $388,500; 2019: $394,500",,2050114.00,B3A,Dartmouth North,Halifax
"48 River Rd, Halifax",Primary market,1971,17,17,1,,,,"2023: $958,500; 2022: $980,600; 2021: $924,100; 2020: $767,000; 2019: $801,200",,2050002.00,B3R,Mainland South,Halifax
"48 Seapoint Rd, Dartmouth",Primary market,2022,105,105,,,,,"2023: $20,800,000; 2022: $19,100,000; 2021: $5,595,000; 2020: $4,796,000; 2019: $1,785,000",2019: $0 (1 parcel in sale),2050113.00,B3B,Dartmouth North,Halifax
"487 Broad St, Bedford",Primary market,2020,24,24,,,,,"2023: $7,203,600; 2022: $6,568,800; 2021: $6,063,800; 2020: $1,004,000; 2019: $600,000",,2050132.06,B4B,Remainder of CMA,Halifax
"487 Shore Dr, Bedford",Primary market,1948,4,4,,,,,"2023: $815,000; 2022: $780,000; 2021: $682,600; 2020: $653,300; 2019: $627,800","2022: $13,800 (2 parcels in sale); 2021: $1,275,000 (2 parcels in sale); 2020: $834,000 (2 parcels in sale)",2050123.04 (2006-2020); 2050123.07 (2021-2022),B4A,Bedford,Halifax
"488 Herring Cove Rd, Halifax",Primary market,1980,6,6,7,,,,"2023: $415,700; 2022: $312,700; 2021: $294,600; 2020: $273,000; 2019: $276,200","2019: $290,000 (1 parcel in sale)",2050002.00,B3R,Mainland South,Halifax
"49 Brule St, Dartmouth",Primary market,1970,6,6,,,,,"2023: $492,900; 2022: $462,800; 2021: $424,200; 2020: $335,800; 2019: $343,700",,2050114.00,B3A,Dartmouth North,Halifax
"49 Friesian Ct, Halifax",Primary market,2016,150,150,,,,,"2023: $34,913,800; 2022: $34,335,200; 2021: $34,536,300; 2020: $33,601,000; 2019: $33,442,900",,2050027.00,B3M,Mainland North,Halifax
"49 Kings Wharf Pl, Dartmouth",Primary market,2017,110,110,,,,,"2023: $29,473,600; 2022: $30,399,800; 2021: $29,798,000; 2020: $30,452,100; 2019: $28,208,300",,2050102.00,B2Y,Dartmouth South,Halifax
"49 Melrose Ave, Halifax",Primary market,1968,25,25,,,,,"2023: $1,581,800; 2022: $1,544,800; 2021: $1,550,500; 2020: $1,503,500; 2019: $1,374,800",,2050024.00,B3N,Mainland North,Halifax
"49 Old Ferry Rd, Dartmouth",Primary market,1950,20,20,,,,,"2023: $1,310,100; 2022: $1,178,800; 2021: $1,032,400; 2020: $932,700; 2019: $951,700",,2050102.00,B2Y,Dartmouth South,Halifax
"494 Herring Cove Rd, Halifax",Primary market,2019,50,50,,,,,"2023: $7,028,800; 2022: $6,924,700; 2021: $6,861,100; 2020: $2,200,000; 2019: $114,000",,2050002.00,B3R,Mainland South,Halifax
"498 Herring Cove Rd, Halifax",Primary market,1990,11,11,,,,,"2023: $750,300; 2022: $707,100; 2021: $529,300; 2020: $470,600; 2019: $478,400","2021: $6,000,000 (7 parcels in sale); 2021: $14,254,457 (9 parcels in sale); 2020: $0 (8 parcels in sale)",2050002.00,B3R,Mainland South,Halifax
"5 Armshore Dr, Halifax",Primary market,1930,4,4,,,,,"2023: $836,300; 2022: $769,600; 2021: $720,700; 2020: $702,400; 2019: $689,400",,2050014.00,B3N,Mainland South,Halifax
"5 Brookdale Crt, Dartmouth",Primary market,1986,66,66,,,,,"2023: $7,706,400; 2022: $6,959,300; 2021: $6,566,000; 2020: $5,666,600; 2019: $5,447,700",,2050108.00,B3A,Dartmouth North,Halifax
"5 Camden St, Dartmouth",Primary market,1920,16,16,,,,,"2023: $1,107,300; 2022: $1,057,900; 2021: $1,005,600; 2020: $902,400; 2019: $891,400",,2050102.00,B2Y,Dartmouth South,Halifax
"5 Catamaran Rd, Halifax",Primary market,1969,9,9,,,,,"2023: $730,200; 2022: $658,900; 2021: $597,600; 2020: $526,800; 2019: $500,900","2022: $1,300,000 (1 parcel in sale)",2050015.00,B3P (2006-2015); B3R (2016-2022),Mainland South,Halifax
"5 Caxton Close, Halifax",Primary market,1990,61,61,,,,,"2023: $6,591,100; 2022: $5,804,100; 2021: $5,245,400; 2020: $5,091,900; 2019: $4,806,400",,2050025.03 (2006-2020); 2050025.05 (2021-2022),B3S (2006-2022); B3M (2011-2015),Mainland North,Halifax
"5 Cherry Lane, Halifax",Primary market,1970,8,8,,1,Renovation,2021,"2023: $470,900; 2022: $480,900; 2021: $434,900; 2020: $375,500; 2019: $391,700","2022: $855,000 (1 parcel in sale)",2050014.00,B3P,Mainland South,Halifax
"5 Courtney Rd, Dartmouth",Primary market,1973,14,14,,,,,"2023: $884,000; 2022: $742,100; 2021: $741,100; 2020: $644,200; 2019: $675,600",,2050112.00,B3A,Dartmouth North,Halifax
"5 Dawn St, Halifax",Primary market,1972,6,6,1,,,,"2023: $545,100; 2022: $516,200; 2021: $521,700; 2020: $501,800; 2019: $421,500",,2050025.01,B3M,Mainland North,Halifax
"5 Enid Ave, Halifax",Primary market,1970,9,9,,,,,"2023: $603,200; 2022: $590,600; 2021: $553,200; 2020: $465,700; 2019: $492,400",,2050002.00,B3R,Mainland South,Halifax
"5 Forbes St, Halifax",Primary market,1972,14,14,,,,,"2023: $897,100; 2022: $888,000; 2021: $833,000; 2020: $618,700; 2019: $610,100","2021: $5,132,703 (4 parcels in sale); 2020: $0 (7 parcels in sale)",2050002.00,B3R,Mainland South,Halifax
"5 Franklyn St, Dartmouth",Primary market,1970,9,9,,,,,"2023: $638,600; 2022: $664,800; 2021: $597,300; 2020: $492,400; 2019: $443,900",,2050100.00,B2W,Dartmouth South,Halifax
"5 Galaxy Ave, Dartmouth",Primary market,1965,6,6,,,,,"2023: $511,800; 2022: $481,700; 2021: $355,900; 2020: $326,800; 2019: $309,000","2020: $560,000 (1 parcel in sale)",2050103.00,B2Y,Dartmouth South,Halifax
"5 Harlington Crescent, Halifax",Primary market,1977,26,26,,,,,"2023: $2,770,200; 2022: $2,070,600; 2021: $1,846,300; 2020: $1,735,000; 2019: $1,670,600",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"5 Hilden Dr, Halifax",Primary market,1972,27,27,,,,,"2023: $1,654,000; 2022: $1,271,400; 2021: $1,251,700; 2020: $1,070,600; 2019: $1,062,300","2022: $1,900,000 (3 parcels in sale)",2050001.00,B3R,Mainland South,Halifax
"5 Horizon Crt, Dartmouth",Primary market,2015,214,214,,,,,"2023: $43,432,100; 2022: $40,400,600; 2021: $38,423,100; 2020: $38,665,300; 2019: $34,512,800",,2050108.00,B3A,Dartmouth North,Halifax
"5 Old Sambro Rd, Halifax",Primary market,1989,12,12,,,,,"2023: $633,600; 2022: $537,100; 2021: $513,300; 2020: $464,000; 2019: $456,200",,2050015.00,B3P (2006-2015); B3R (2016-2022),Mainland South,Halifax
"5 Ramsgate Lane, Halifax",Primary market,1999,72,72,,,,,"2023: $14,768,000; 2022: $13,605,900; 2021: $13,254,300; 2020: $12,506,000; 2019: $12,385,000",,2050014.00,B3P,Mainland South,Halifax
"5 Sybyl Crt, Halifax",Primary market,1972,22,22,,,,,"2023: $2,375,500; 2022: $1,973,300; 2021: $1,634,800; 2020: $1,604,400; 2019: $1,565,400",,2050025.01,B3M,Mainland North,Halifax
"5 Wildwood Ave, Halifax",Primary market,1962,7,7,,,,,"2023: $910,200; 2022: $724,700; 2021: $633,100; 2020: $489,700; 2019: $487,400",,2050015.00,B3N,Mainland South,Halifax
"50 Armstrong Crt, Halifax",Primary market,1994,84,84,,,,,"2023: $10,028,100; 2022: $8,745,800; 2021: $7,958,800; 2020: $7,827,300; 2019: $7,534,000",,2050027.00,B3M,Mainland North,Halifax
"50 Barkton Lane, Halifax",Primary market,1991,63,63,,,,,"2023: $7,229,400; 2022: $6,334,500; 2021: $5,751,300; 2020: $5,667,800; 2019: $5,517,500",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"50 Bedford Hwy, Halifax",Primary market,2016,189,189,,,,,"2023: $45,100,100; 2022: $45,833,600; 2021: $45,533,300; 2020: $42,915,400; 2019: $42,422,000",,2050025.02,B3M,Mainland North,Halifax
"50 Evans Ave, Halifax",Primary market,1971,12,12,,,,,"2023: $902,300; 2022: $836,800; 2021: $789,600; 2020: $778,200; 2019: $552,200",,2050025.02,B3M,Mainland North,Halifax
"50 Grandhaven Blvd, Halifax",Primary market,2015,100,100,,,,,"2023: $21,519,200; 2022: $22,855,400; 2021: $22,009,600; 2020: $22,014,200; 2019: $21,625,600",,2050025.03 (2015-2020); 2050025.05 (2021-2022),B3S,Mainland North,Halifax
"50 Roleika Dr, Dartmouth",Primary market,1969,72,72,1,,,,"2023: $3,540,000; 2022: $3,435,100; 2021: $3,377,300; 2020: $3,489,800; 2019: $3,844,100",,2050106.01,B2X,Dartmouth East,Halifax
"505 Broad St, Bedford",Primary market,2019,12,12,,,,,"2023: $3,176,100; 2022: $3,146,600; 2021: $3,104,800; 2020: $2,859,400; 2019: $690,000",,2050132.06,B4B,Remainder of CMA,Halifax
